N,d_to_mean_mean,d_to_mean_std,d_to_mean_min,d_to_mean_max,frechetVar,pairwise_mean,ratio_meanToMeanPairwise,modality_class,modality_peaks,kappa_mean_meanC,kappa_rms_meanC,total_curvature_meanC,bending_energy_meanC,second_diff_meanC,kappa_mean_medianSamples,kappa_rms_medianSamples,total_curvature_medianSamples,bending_energy_medianSamples,second_differences_medianSamples,kappa_mean_iqrSamples,kappa_rms_iqrSamples,total_curvature_iqrSamples,bending_energy_iqrSamples,second_differences_iqrSamples
10,8.18833073590195,1.89678596612656,6.38610984896649,10.7559820045098,70.2867775416817,154.833268320913,0.453951391092532,multimodal,3,0.729333105925271,4.82596916451797,40.0786245260298,701.096356861731,0.00664940145924009,0.0797558514922589,0.729253752387325,23.6264405796266,143.715531066726,0.0146853903623461,0.00561456252881494,0.0723665164364926,5.58471715375243,12.8086654582924,0.00527829195445893
